"seq","stdDay","gubun","gubunCn","gubunEn","deathCnt","incDec","isolClearCnt","qurRate","defCnt","isolIngCnt","overFlowCnt","localOccCnt","createDt","updateDt"
1,"2020년 3월 1일 16시",합계,"","",18,586,,"",,,,,"2020-03-02 19:27:57.57",""
2,"2020년 3월 1일 16시",서울,"","",,10,,"",,,,,"2020-03-02 19:27:57.57",""
3,"2020년 3월 1일 16시",부산,"","",,3,,"",,,,,"2020-03-02 19:27:57.57",""
4,"2020년 3월 1일 16시",대구,"","",9,469,,"",,,,,"2020-03-02 19:27:57.57",""
5,"2020년 3월 1일 16시",인천,"","",,,,"",,,,,"2020-03-02 19:27:57.57",""
6,"2020년 3월 1일 16시",광주,"","",,,,"",,,,,"2020-03-02 19:27:57.57",""
7,"2020년 3월 1일 16시",대전,"","",,,,"",,,,,"2020-03-02 19:27:57.57",""
8,"2020년 3월 1일 16시",울산,"","",,3,,"",,,,,"2020-03-02 19:27:57.57",""
9,"2020년 3월 1일 16시",세종,"","",,,,"",,,,,"2020-03-02 19:27:57.57",""
10,"2020년 3월 1일 16시",경기,"","",1,7,,"",,,,,"2020-03-02 19:27:57.57",""
11,"2020년 3월 1일 16시",강원,"","",,8,,"",,,,,"2020-03-02 19:27:57.57",""
12,"2020년 3월 1일 16시",충북,"","",,1,,"",,,,,"2020-03-02 19:27:57.57",""
13,"2020년 3월 1일 16시",충남,"","",,13,,"",,,,,"2020-03-02 19:27:57.57",""
14,"2020년 3월 1일 16시",전북,"","",,1,,"",,,,,"2020-03-02 19:27:57.57",""
15,"2020년 3월 1일 16시",전남,"","",,,,"",,,,,"2020-03-02 19:27:57.57",""
16,"2020년 3월 1일 16시",경북,"","",8,67,,"",,,,,"2020-03-02 19:27:57.57",""
17,"2020년 3월 1일 16시",경남,"","",,4,,"",,,,,"2020-03-02 19:27:57.57",""
18,"2020년 3월 1일 16시",제주,"","",,,,"",,,,,"2020-03-02 19:27:57.57",""
19,"2020년 3월 1일 16시",검역,"","",,,,"",,,,,"2020-03-02 19:27:57.57","2020-03-03 20:04:50.50"
20,"2020년 3월 4일 00시",합계,"","",32,516,,"10.3",5328,,,,"2020-03-04 19:44:27.27",""
21,"2020년 3월 4일 00시",서울,"","",,1,,"1",99,,,,"2020-03-04 19:44:27.27",""
22,"2020년 3월 4일 00시",부산,"","",1,3,,"2.7",93,,,,"2020-03-04 19:44:27.27",""
23,"2020년 3월 4일 00시",대구,"","",24,405,,"164.4",4006,,,,"2020-03-04 19:44:27.27",""
24,"2020년 3월 4일 00시",인천,"","",,2,,"0.3",9,,,,"2020-03-04 19:44:27.27",""
25,"2020년 3월 4일 00시",광주,"","",,2,,"0.9",13,,,,"2020-03-04 19:44:27.27",""
26,"2020년 3월 4일 00시",대전,"","",,1,,"1",15,,,,"2020-03-04 19:44:27.27",""
27,"2020년 3월 4일 00시",울산,"","",,3,,"2",23,,,,"2020-03-04 19:44:27.27",""
28,"2020년 3월 4일 00시",세종,"","",,,,"0.3",1,,,,"2020-03-04 19:44:27.27",""
29,"2020년 3월 4일 00시",경기,"","",1,7,,"0.8",101,,,,"2020-03-04 19:44:27.27",""
30,"2020년 3월 4일 00시",강원,"","",,1,,"1.4",21,,,,"2020-03-04 19:44:27.27",""
31,"2020년 3월 4일 00시",충북,"","",,,,"0.7",11,,,,"2020-03-04 19:44:27.27",""
32,"2020년 3월 4일 00시",충남,"","",,1,,"3.9",82,,,,"2020-03-04 19:44:27.27",""
33,"2020년 3월 4일 00시",전북,"","",,,,"0.4",7,,,,"2020-03-04 19:44:27.27",""
34,"2020년 3월 4일 00시",전남,"","",,,,"0.3",5,,,,"2020-03-04 19:44:27.27",""
35,"2020년 3월 4일 00시",경북,"","",6,89,,"29.1",774,,,,"2020-03-04 19:44:27.27",""
36,"2020년 3월 4일 00시",경남,"","",,1,,"1.9",65,,,,"2020-03-04 19:44:27.27",""
37,"2020년 3월 4일 00시",제주,"","",,,,"0.4",3,,,,"2020-03-04 19:44:27.27",""
38,"2020년 3월 5일 00시",합계,"","",35,438,,"11.1",5766,,,,"2020-03-05 15:29:39.39",""
39,"2020년 3월 5일 00시",서울,"","",,4,,"1.1",103,,,,"2020-03-05 15:29:39.39","2020-03-05 21:05:30.30"
40,"2020년 3월 5일 00시",부산,"","",1,-1,,"2.7",92,,,,"2020-03-05 15:29:39.39",""
41,"2020년 3월 5일 00시",대구,"","",27,321,,"177.6",4327,,,,"2020-03-05 15:29:39.39",""
42,"2020년 3월 5일 00시",인천,"","",,,,"0.3",9,,,,"2020-03-05 15:29:39.39",""
43,"2020년 3월 5일 00시",광주,"","",,1,,"1.0",14,,,,"2020-03-05 15:29:39.39",""
44,"2020년 3월 5일 00시",대전,"","",,1,,"1.1",16,,,,"2020-03-05 15:29:39.39",""
45,"2020년 3월 5일 00시",울산,"","",,,,"2.0",23,,,,"2020-03-05 15:29:39.39",""
46,"2020년 3월 5일 00시",세종,"","",,,,"0.3",1,,,,"2020-03-05 15:29:39.39",""
47,"2020년 3월 5일 00시",경기,"","",1,9,,"0.8",110,,,,"2020-03-05 15:29:39.39",""
48,"2020년 3월 5일 00시",강원,"","",,2,,"1.5",23,,,,"2020-03-05 15:29:39.39",""
49,"2020년 3월 5일 00시",충북,"","",,1,,"0.8",12,,,,"2020-03-05 15:29:39.39",""
50,"2020년 3월 5일 00시",충남,"","",,4,,"4.1",86,,,,"2020-03-05 15:29:39.39",""
51,"2020년 3월 5일 00시",전북,"","",,,,"0.4",7,,,,"2020-03-05 15:29:39.39",""
52,"2020년 3월 5일 00시",전남,"","",,-1,,"0.2",4,,,,"2020-03-05 15:29:39.39",""
53,"2020년 3월 5일 00시",경북,"","",6,87,,"32.3",861,,,,"2020-03-05 15:29:39.39",""
54,"2020년 3월 5일 00시",경남,"","",,9,,"2.2",74,,,,"2020-03-05 15:29:39.39",""
55,"2020년 3월 5일 00시",제주,"","",,1,,"0.6",4,,,,"2020-03-05 15:29:39.39",""
56,"2020년 3월 6일 00시",합계,"","",42,518,,"12.1",6284,,,,"2020-03-06 15:09:04.04",""
57,"2020년 3월 6일 00시",서울,"","",,2,,"1.1",105,,,,"2020-03-06 15:09:04.04",""
58,"2020년 3월 6일 00시",부산,"","",1,3,,"2.8",95,,,,"2020-03-06 15:09:04.04",""
59,"2020년 3월 6일 00시",대구,"","",30,367,,"192.7",4694,,,,"2020-03-06 15:09:04.04",""
60,"2020년 3월 6일 00시",인천,"","",,,,"0.3",9,,,,"2020-03-06 15:09:04.04",""
61,"2020년 3월 6일 00시",광주,"","",,-1,,"0.9",13,,,,"2020-03-06 15:09:04.04",""
62,"2020년 3월 6일 00시",대전,"","",,2,,"1.2",18,,,,"2020-03-06 15:09:04.04",""
63,"2020년 3월 6일 00시",울산,"","",,,,"2",23,,,,"2020-03-06 15:09:04.04",""
64,"2020년 3월 6일 00시",세종,"","",,,,"0.3",1,,,,"2020-03-06 15:09:04.04",""
65,"2020년 3월 6일 00시",경기,"","",1,10,,"0.9",120,,,,"2020-03-06 15:09:04.04",""
66,"2020년 3월 6일 00시",강원,"","",,2,,"1.6",25,,,,"2020-03-06 15:09:04.04",""
67,"2020년 3월 6일 00시",충북,"","",,3,,"0.9",15,,,,"2020-03-06 15:09:04.04",""
68,"2020년 3월 6일 00시",충남,"","",,4,,"4.2",90,,,,"2020-03-06 15:09:04.04",""
69,"2020년 3월 6일 00시",전북,"","",,,,"0.4",7,,,,"2020-03-06 15:09:04.04",""
70,"2020년 3월 6일 00시",전남,"","",,,,"0.2",4,,,,"2020-03-06 15:09:04.04",""
71,"2020년 3월 6일 00시",경북,"","",10,123,,"37",984,,,,"2020-03-06 15:09:04.04",""
72,"2020년 3월 6일 00시",경남,"","",,3,,"2.3",77,,,,"2020-03-06 15:09:04.04",""
73,"2020년 3월 6일 00시",제주,"","",,,,"0.6",4,,,,"2020-03-06 15:09:04.04",""
74,"2020년 3월 7일 00시",합계,"","",44,483,,"12.1",6767,,,,"2020-03-07 15:29:59.59",""
75,"2020년 3월 7일 00시",서울,"","",,3,,"1.1",108,,,,"2020-03-07 15:29:59.59",""
76,"2020년 3월 7일 00시",부산,"","",1,1,,"2.8",96,,,,"2020-03-07 15:29:59.59",""
77,"2020년 3월 7일 00시",대구,"","",31,390,,"208.7",5084,,,,"2020-03-07 15:29:59.59",""
78,"2020년 3월 7일 00시",인천,"","",,,,"0.3",9,,,,"2020-03-07 15:29:59.59",""
79,"2020년 3월 7일 00시",광주,"","",,,,"0.9",13,,,,"2020-03-07 15:29:59.59",""
80,"2020년 3월 7일 00시",대전,"","",,,,"1.2",18,,,,"2020-03-07 15:29:59.59",""
81,"2020년 3월 7일 00시",울산,"","",,,,"2",23,,,,"2020-03-07 15:29:59.59",""
82,"2020년 3월 7일 00시",세종,"","",,1,,"0.6",2,,,,"2020-03-07 15:29:59.59",""
83,"2020년 3월 7일 00시",경기,"","",1,10,,"1.9",130,,,,"2020-03-07 15:29:59.59",""
84,"2020년 3월 7일 00시",강원,"","",1,1,,"0.4",26,,,,"2020-03-07 15:29:59.59",""
85,"2020년 3월 7일 00시",충북,"","",,5,,"0.3",20,,,,"2020-03-07 15:29:59.59",""
86,"2020년 3월 7일 00시",충남,"","",,2,,"1.4",92,,,,"2020-03-07 15:29:59.59",""
87,"2020년 3월 7일 00시",전북,"","",,,,"0.1",7,,,,"2020-03-07 15:29:59.59",""
88,"2020년 3월 7일 00시",전남,"","",,,,"0.1",4,,,,"2020-03-07 15:29:59.59",""
89,"2020년 3월 7일 00시",경북,"","",10,65,,"15.5",1049,,,,"2020-03-07 15:29:59.59",""
90,"2020년 3월 7일 00시",경남,"","",,5,,"1.2",82,,,,"2020-03-07 15:29:59.59",""
91,"2020년 3월 7일 00시",제주,"","",,,,"0.1",4,,,,"2020-03-07 15:29:59.59",""
92,"2020년 3월 8일 00시",합계,"","",50,367,,"13.8",7134,,,,"2020-03-08 14:56:02.02",""
93,"2020년 3월 8일 00시",서울,"","",,12,,"1.2",120,,,,"2020-03-08 14:56:02.02",""
94,"2020년 3월 8일 00시",부산,"","",1,1,,"2.8",97,,,,"2020-03-08 14:56:02.02",""
95,"2020년 3월 8일 00시",대구,"","",35,297,,"220.9",5381,,,,"2020-03-08 14:56:02.02",""
96,"2020년 3월 8일 00시",인천,"","",,,,"0.3",9,,,,"2020-03-08 14:56:02.02",""
97,"2020년 3월 8일 00시",광주,"","",,,,"0.9",13,,,,"2020-03-08 14:56:02.02",""
98,"2020년 3월 8일 00시",대전,"","",,,,"1.2",18,,,,"2020-03-08 14:56:02.02",""
99,"2020년 3월 8일 00시",울산,"","",,1,,"2.1",24,,,,"2020-03-08 14:56:02.02",""
100,"2020년 3월 8일 00시",세종,"","",,1,,"0.9",3,,,,"2020-03-08 14:56:02.02",""
101,"2020년 3월 8일 00시",경기,"","",1,11,,"1.1",141,,,,"2020-03-08 14:56:02.02",""
102,"2020년 3월 8일 00시",강원,"","",1,1,,"1.8",27,,,,"2020-03-08 14:56:02.02",""
103,"2020년 3월 8일 00시",충북,"","",,4,,"1.5",24,,,,"2020-03-08 14:56:02.02",""
104,"2020년 3월 8일 00시",충남,"","",,6,,"4.6",98,,,,"2020-03-08 14:56:02.02",""
105,"2020년 3월 8일 00시",전북,"","",,,,"0.4",7,,,,"2020-03-08 14:56:02.02",""
106,"2020년 3월 8일 00시",전남,"","",,,,"0.2",4,,,,"2020-03-08 14:56:02.02",""
107,"2020년 3월 8일 00시",경북,"","",12,32,,"40.6",1081,,,,"2020-03-08 14:56:02.02",""
108,"2020년 3월 8일 00시",경남,"","",,1,,"2.5",83,,,,"2020-03-08 14:56:02.02",""
109,"2020년 3월 8일 00시",제주,"","",,,,"0.6",4,,,,"2020-03-08 14:56:02.02",""
110,"2020년 3월 9일 00시",합계,"","",51,248,166,"14.2",7382,,,,"2020-03-09 12:54:29.29",""
111,"2020년 3월 9일 00시",서울,"","",,10,29,"1.3",130,,,,"2020-03-09 12:54:29.29",""
112,"2020년 3월 9일 00시",부산,"","",,-1,10,"2.8",96,,,,"2020-03-09 12:54:29.29",""
113,"2020년 3월 9일 00시",대구,"","",35,190,21,"228.6",5571,,,,"2020-03-09 12:54:29.29",""
114,"2020년 3월 9일 00시",인천,"","",,,2,"0.3",9,,,,"2020-03-09 12:54:29.29",""
115,"2020년 3월 9일 00시",광주,"","",,2,3,"1",15,,,,"2020-03-09 12:54:29.29",""
116,"2020년 3월 9일 00시",대전,"","",,1,1,"1.3",19,,,,"2020-03-09 12:54:29.29",""
117,"2020년 3월 9일 00시",울산,"","",,,1,"2.1",24,,,,"2020-03-09 12:54:29.29",""
118,"2020년 3월 9일 00시",세종,"","",,3,,"1.8",6,,,,"2020-03-09 12:54:29.29",""
119,"2020년 3월 9일 00시",경기,"","",1,11,22,"1.1",152,,,,"2020-03-09 12:54:29.29",""
120,"2020년 3월 9일 00시",강원,"","",1,1,3,"1.8",28,,,,"2020-03-09 12:54:29.29",""
121,"2020년 3월 9일 00시",충북,"","",,1,3,"1.6",25,,,,"2020-03-09 12:54:29.29",""
122,"2020년 3월 9일 00시",충남,"","",,4,1,"4.8",102,,,,"2020-03-09 12:54:29.29",""
123,"2020년 3월 9일 00시",전북,"","",,,2,"0.4",7,,,,"2020-03-09 12:54:29.29",""
124,"2020년 3월 9일 00시",전남,"","",,,1,"0.2",4,,,,"2020-03-09 12:54:29.29",""
125,"2020년 3월 9일 00시",경북,"","",14,26,57,"41.6",1107,,,,"2020-03-09 12:54:29.29",""
126,"2020년 3월 9일 00시",경남,"","",,,9,"2.5",83,,,,"2020-03-09 12:54:29.29",""
127,"2020년 3월 9일 00시",제주,"","",,,1,"0.6",4,,,,"2020-03-09 12:54:29.29",""
128,"2020년 3월 10일 00시",합계,"","",54,131,247,"14.49",7513,,,,"2020-03-10 10:58:20.20",""
129,"2020년 3월 10일 00시",서울,"","",,11,31,"1.45",141,,,,"2020-03-10 10:58:20.20",""
130,"2020년 3월 10일 00시",부산,"","",,,10,"2.81",96,,,,"2020-03-10 10:58:20.20",""
131,"2020년 3월 10일 00시",대구,"","",38,92,92,"232.42",5663,,,,"2020-03-10 10:58:20.20",""
132,"2020년 3월 10일 00시",인천,"","",,4,3,"0.44",13,,,,"2020-03-10 10:58:20.20",""
133,"2020년 3월 10일 00시",광주,"","",,,3,"1.03",15,,,,"2020-03-10 10:58:20.20",""
134,"2020년 3월 10일 00시",대전,"","",,-1,1,"1.22",18,,,,"2020-03-10 10:58:20.20",""
135,"2020년 3월 10일 00시",울산,"","",,,1,"2.09",24,,,,"2020-03-10 10:58:20.20",""
136,"2020년 3월 10일 00시",세종,"","",,2,,"2.34",8,,,,"2020-03-10 10:58:20.20",""
137,"2020년 3월 10일 00시",경기,"","",1,11,22,"1.23",163,,,,"2020-03-10 10:58:20.20",""
138,"2020년 3월 10일 00시",강원,"","",1,,6,"1.82",28,,,,"2020-03-10 10:58:20.20",""
139,"2020년 3월 10일 00시",충북,"","",,,3,"1.56",25,,,,"2020-03-10 10:58:20.20",""
140,"2020년 3월 10일 00시",충남,"","",,2,1,"4.90",104,,,,"2020-03-10 10:58:20.20",""
141,"2020년 3월 10일 00시",전북,"","",,,2,"0.39",7,,,,"2020-03-10 10:58:20.20",""
142,"2020년 3월 10일 00시",전남,"","",,,1,"0.21",4,,,,"2020-03-10 10:58:20.20",""
143,"2020년 3월 10일 00시",경북,"","",14,10,60,"41.95",1117,,,,"2020-03-10 10:58:20.20",""
144,"2020년 3월 10일 00시",경남,"","",,,10,"2.47",83,,,,"2020-03-10 10:58:20.20",""
145,"2020년 3월 10일 00시",제주,"","",,,1,"0.60",4,,,,"2020-03-10 10:58:20.20",""
146,"2020년 3월 11일 00시",합계,"","",60,242,288,"14.96",7755,,,,"2020-03-11 11:00:34.34",""
147,"2020년 3월 11일 00시",서울,"","",,52,37,"1.98",193,,,,"2020-03-11 11:00:34.34",""
148,"2020년 3월 11일 00시",부산,"","",1,2,21,"2.87",98,,,,"2020-03-11 11:00:34.34",""
149,"2020년 3월 11일 00시",대구,"","",43,131,102,"237.80",5794,,,,"2020-03-11 11:00:34.34",""
150,"2020년 3월 11일 00시",인천,"","",,12,3,"0.85",25,,,,"2020-03-11 11:00:34.34",""
151,"2020년 3월 11일 00시",광주,"","",,,3,"1.03",15,,,,"2020-03-11 11:00:34.34",""
152,"2020년 3월 11일 00시",대전,"","",,,2,"1.22",18,,,,"2020-03-11 11:00:34.34",""
153,"2020년 3월 11일 00시",울산,"","",,1,2,"2.18",25,,,,"2020-03-11 11:00:34.34",""
154,"2020년 3월 11일 00시",세종,"","",,2,,"2.92",10,,,,"2020-03-11 11:00:34.34",""
155,"2020년 3월 11일 00시",경기,"","",1,12,25,"1.32",175,,,,"2020-03-11 11:00:34.34",""
156,"2020년 3월 11일 00시",강원,"","",1,1,6,"1.88",29,,,,"2020-03-11 11:00:34.34",""
157,"2020년 3월 11일 00시",충북,"","",,2,3,"1.69",27,,,,"2020-03-11 11:00:34.34",""
158,"2020년 3월 11일 00시",충남,"","",,8,1,"5.28",112,,,,"2020-03-11 11:00:34.34",""
159,"2020년 3월 11일 00시",전북,"","",,,2,"0.39",7,,,,"2020-03-11 11:00:34.34",""
160,"2020년 3월 11일 00시",전남,"","",,,1,"0.21",4,,,,"2020-03-11 11:00:34.34",""
161,"2020년 3월 11일 00시",경북,"","",14,18,69,"42.63",1135,,,,"2020-03-11 11:00:34.34",""
162,"2020년 3월 11일 00시",경남,"","",,1,10,"2.50",84,,,,"2020-03-11 11:00:34.34",""
163,"2020년 3월 11일 00시",제주,"","",,,1,"0.60",4,,,,"2020-03-11 11:00:34.34",""
164,"2020년 3월 12일 00시",합계,"","",66,114,333,"15.18",7869,,,,"2020-03-12 10:42:10.10",""
165,"2020년 3월 12일 00시",서울,"","",,19,38,"2.18",212,,,,"2020-03-12 10:42:10.10",""
166,"2020년 3월 12일 00시",부산,"","",,1,29,"2.90",99,,,,"2020-03-12 10:42:10.10",""
167,"2020년 3월 12일 00시",대구,"","",48,73,114,"240.80",5867,,,,"2020-03-12 10:42:10.10",""
168,"2020년 3월 12일 00시",인천,"","",,,4,"0.85",25,,,,"2020-03-12 10:42:10.10",""
169,"2020년 3월 12일 00시",광주,"","",,,4,"1.03",15,,,,"2020-03-12 10:42:10.10",""
170,"2020년 3월 12일 00시",대전,"","",,2,2,"1.36",20,,,,"2020-03-12 10:42:10.10",""
171,"2020년 3월 12일 00시",울산,"","",,,3,"2.18",25,,,,"2020-03-12 10:42:10.10",""
172,"2020년 3월 12일 00시",세종,"","",,5,,"4.38",15,,,,"2020-03-12 10:42:10.10",""
173,"2020년 3월 12일 00시",경기,"","",1,3,27,"1.34",178,,,,"2020-03-12 10:42:10.10",""
174,"2020년 3월 12일 00시",강원,"","",1,,6,"1.88",29,,,,"2020-03-12 10:42:10.10",""
175,"2020년 3월 12일 00시",충북,"","",,,4,"1.69",27,,,,"2020-03-12 10:42:10.10",""
176,"2020년 3월 12일 00시",충남,"","",,2,5,"5.37",114,,,,"2020-03-12 10:42:10.10",""
177,"2020년 3월 12일 00시",전북,"","",,,2,"0.39",7,,,,"2020-03-12 10:42:10.10",""
178,"2020년 3월 12일 00시",전남,"","",,,1,"0.21",4,,,,"2020-03-12 10:42:10.10",""
179,"2020년 3월 12일 00시",경북,"","",16,8,83,"42.93",1143,,,,"2020-03-12 10:42:10.10",""
180,"2020년 3월 12일 00시",경남,"","",,1,10,"2.53",85,,,,"2020-03-12 10:42:10.10",""
181,"2020년 3월 12일 00시",제주,"","",,,1,"0.60",4,,,,"2020-03-12 10:42:10.10",""
182,"2020년 3월 13일 00시",합계,"","",67,110,510,"15.39",7979,,,,"2020-03-13 10:45:56.56",""
183,"2020년 3월 13일 00시",서울,"","",,13,40,"2.31",225,,,,"2020-03-13 10:45:56.56",""
184,"2020년 3월 13일 00시",부산,"","",,1,36,"2.93",100,,,,"2020-03-13 10:45:56.56",""
185,"2020년 3월 13일 00시",대구,"","",48,61,251,"243.30",5928,,,,"2020-03-13 10:45:56.56",""
186,"2020년 3월 13일 00시",인천,"","",,2,4,"0.91",27,,,,"2020-03-13 10:45:56.56",""
187,"2020년 3월 13일 00시",광주,"","",,,4,"1.03",15,,,,"2020-03-13 10:45:56.56",""
188,"2020년 3월 13일 00시",대전,"","",,2,4,"1.49",22,,,,"2020-03-13 10:45:56.56",""
189,"2020년 3월 13일 00시",울산,"","",,2,3,"2.35",27,,,,"2020-03-13 10:45:56.56",""
190,"2020년 3월 13일 00시",세종,"","",,17,,"9.35",32,,,,"2020-03-13 10:45:56.56",""
191,"2020년 3월 13일 00시",경기,"","",2,7,31,"1.40",185,,,,"2020-03-13 10:45:56.56",""
192,"2020년 3월 13일 00시",강원,"","",1,,6,"1.88",29,,,,"2020-03-13 10:45:56.56",""
193,"2020년 3월 13일 00시",충북,"","",,,4,"1.69",27,,,,"2020-03-13 10:45:56.56",""
194,"2020년 3월 13일 00시",충남,"","",,1,7,"5.42",115,,,,"2020-03-13 10:45:56.56",""
195,"2020년 3월 13일 00시",전북,"","",,,4,"0.39",7,,,,"2020-03-13 10:45:56.56",""
196,"2020년 3월 13일 00시",전남,"","",,,1,"0.21",4,,,,"2020-03-13 10:45:56.56",""
197,"2020년 3월 13일 00시",경북,"","",16,4,103,"43.08",1147,,,,"2020-03-13 10:45:56.56",""
198,"2020년 3월 13일 00시",경남,"","",,,11,"2.53",85,,,,"2020-03-13 10:45:56.56",""
199,"2020년 3월 13일 00시",제주,"","",,,1,"0.60",4,,,,"2020-03-13 10:45:56.56",""
200,"2020년 3월 14일 00시",합계,"","",72,107,714,"15.6",8086,,,,"2020-03-14 10:34:21.21",""
201,"2020년 3월 14일 00시",서울,"","",,13,44,"2.45",238,,,,"2020-03-14 10:34:21.21",""
202,"2020년 3월 14일 00시",부산,"","",,3,40,"3.02",103,,,,"2020-03-14 10:34:21.21",""
203,"2020년 3월 14일 00시",대구,"","",51,62,401,"245.85",5990,,,,"2020-03-14 10:34:21.21",""
204,"2020년 3월 14일 00시",인천,"","",,1,4,"0.95",28,,,,"2020-03-14 10:34:21.21",""
205,"2020년 3월 14일 00시",광주,"","",,,4,"1.03",15,,,,"2020-03-14 10:34:21.21",""
206,"2020년 3월 14일 00시",대전,"","",,,4,"1.49",22,,,,"2020-03-14 10:34:21.21",""
207,"2020년 3월 14일 00시",울산,"","",,,5,"2.35",27,,,,"2020-03-14 10:34:21.21",""
208,"2020년 3월 14일 00시",세종,"","",,6,,"11.10",38,,,,"2020-03-14 10:34:21.21",""
209,"2020년 3월 14일 00시",경기,"","",3,15,36,"1.51",200,,,,"2020-03-14 10:34:21.21",""
210,"2020년 3월 14일 00시",강원,"","",1,,6,"1.88",29,,,,"2020-03-14 10:34:21.21",""
211,"2020년 3월 14일 00시",충북,"","",,1,5,"1.75",28,,,,"2020-03-14 10:34:21.21",""
212,"2020년 3월 14일 00시",충남,"","",,,9,"5.42",115,,,,"2020-03-14 10:34:21.21",""
213,"2020년 3월 14일 00시",전북,"","",,,4,"0.39",7,,,,"2020-03-14 10:34:21.21",""
214,"2020년 3월 14일 00시",전남,"","",,,2,"0.21",4,,,,"2020-03-14 10:34:21.21",""
215,"2020년 3월 14일 00시",경북,"","",17,6,138,"43.31",1153,,,,"2020-03-14 10:34:21.21",""
216,"2020년 3월 14일 00시",경남,"","",,,11,"2.53",85,,,,"2020-03-14 10:34:21.21",""
217,"2020년 3월 14일 00시",제주,"","",,,1,"0.60",4,,,,"2020-03-14 10:34:21.21",""
218,"2020년 3월 15일 00시",합계,"","",75,76,834,"15.74",8162,,,,"2020-03-15 10:34:55.55",""
219,"2020년 3월 15일 00시",서울,"","",,9,47,"2.54",247,,,,"2020-03-15 10:34:55.55",""
220,"2020년 3월 15일 00시",부산,"","",1,3,52,"3.11",106,,,,"2020-03-15 10:34:55.55",""
221,"2020년 3월 15일 00시",대구,"","",53,41,468,"247.53",6031,,,,"2020-03-15 10:34:55.55",""
222,"2020년 3월 15일 00시",인천,"","",,2,4,"1.01",30,,,,"2020-03-15 10:34:55.55",""
223,"2020년 3월 15일 00시",광주,"","",,1,4,"1.10",16,,,,"2020-03-15 10:34:55.55",""
224,"2020년 3월 15일 00시",대전,"","",,,4,"1.49",22,,,,"2020-03-15 10:34:55.55",""
225,"2020년 3월 15일 00시",울산,"","",,1,6,"2.44",28,,,,"2020-03-15 10:34:55.55",""
226,"2020년 3월 15일 00시",세종,"","",,1,,"11.39",39,,,,"2020-03-15 10:34:55.55",""
227,"2020년 3월 15일 00시",경기,"","",3,11,40,"1.59",211,,,,"2020-03-15 10:34:55.55",""
228,"2020년 3월 15일 00시",강원,"","",1,,7,"1.88",29,,,,"2020-03-15 10:34:55.55",""
229,"2020년 3월 15일 00시",충북,"","",,3,6,"1.94",31,,,,"2020-03-15 10:34:55.55",""
230,"2020년 3월 15일 00시",충남,"","",,,10,"5.42",115,,,,"2020-03-15 10:34:55.55",""
231,"2020년 3월 15일 00시",전북,"","",,,4,"0.39",7,,,,"2020-03-15 10:34:55.55",""
232,"2020년 3월 15일 00시",전남,"","",,,2,"0.21",4,,,,"2020-03-15 10:34:55.55",""
233,"2020년 3월 15일 00시",경북,"","",17,4,163,"43.46",1157,,,,"2020-03-15 10:34:55.55",""
234,"2020년 3월 15일 00시",경남,"","",,,16,"2.53",85,,,,"2020-03-15 10:34:55.55",""
235,"2020년 3월 15일 00시",제주,"","",,,1,"0.60",4,,,,"2020-03-15 10:34:55.55",""
236,"2020년 3월 16일 00시",합계,"","",75,74,1137,"15.74",8236,,,,"2020-03-16 10:44:17.17",""
237,"2020년 3월 16일 00시",서울,"","",,6,52,"2.60",253,,,,"2020-03-16 10:44:17.17",""
238,"2020년 3월 16일 00시",부산,"","",1,1,53,"3.14",107,,,,"2020-03-16 10:44:17.17",""
239,"2020년 3월 16일 00시",대구,"","",53,35,734,"248.96",6066,,,,"2020-03-16 10:44:17.17",""
240,"2020년 3월 16일 00시",인천,"","",,,4,"1.01",30,,,,"2020-03-16 10:44:17.17",""
241,"2020년 3월 16일 00시",광주,"","",,,4,"1.10",16,,,,"2020-03-16 10:44:17.17",""
242,"2020년 3월 16일 00시",대전,"","",,,4,"1.49",22,,,,"2020-03-16 10:44:17.17",""
243,"2020년 3월 16일 00시",울산,"","",,,7,"2.44",28,,,,"2020-03-16 10:44:17.17",""
244,"2020년 3월 16일 00시",세종,"","",,1,,"11.68",40,,,,"2020-03-16 10:44:17.17",""
245,"2020년 3월 16일 00시",경기,"","",3,20,48,"1.74",231,,,,"2020-03-16 10:44:17.17",""
246,"2020년 3월 16일 00시",강원,"","",1,,7,"1.88",29,,,,"2020-03-16 10:44:17.17",""
247,"2020년 3월 16일 00시",충북,"","",,,6,"1.94",31,,,,"2020-03-16 10:44:17.17",""
248,"2020년 3월 16일 00시",충남,"","",,,12,"5.42",115,,,,"2020-03-16 10:44:17.17",""
249,"2020년 3월 16일 00시",전북,"","",,,4,"0.39",7,,,,"2020-03-16 10:44:17.17",""
250,"2020년 3월 16일 00시",전남,"","",,,2,"0.21",4,,,,"2020-03-16 10:44:17.17",""
251,"2020년 3월 16일 00시",경북,"","",17,7,178,"43.72",1164,,,,"2020-03-16 10:44:17.17",""
252,"2020년 3월 16일 00시",경남,"","",,,20,"2.53",85,,,,"2020-03-16 10:44:17.17",""
253,"2020년 3월 16일 00시",제주,"","",,,2,"0.60",4,,,,"2020-03-16 10:44:17.17",""
254,"2020년 3월 16일 00시",검역,"","",,4,,-,4,,,,"2020-03-16 10:44:17.17",""
255,"2020년 3월 17일 00시",합계,"","",81,84,1401,"16.05",8320,,,,"2020-03-17 10:46:26.26",""
